parents,has_nurs,form_st,children,housing,health,target
usual,very_crit,foster,2,less_conv,not_recom,not_recom
usual,very_crit,foster,2,less_conv,recommended,spec_prior
usual,very_crit,foster,2,less_conv,priority,spec_prior
usual,very_crit,foster,2,less_conv,not_recom,not_recom
usual,very_crit,foster,2,less_conv,recommended,spec_prior
usual,very_crit,foster,2,less_conv,priority,spec_prior
usual,very_crit,foster,2,less_conv,not_recom,not_recom
usual,very_crit,foster,2,less_conv,recommended,spec_prior
usual,very_crit,foster,2,less_conv,priority,spec_prior
usual,very_crit,foster,2,less_conv,not_recom,not_recom
usual,very_crit,foster,2,critical,recommended,spec_prior
usual,very_crit,foster,2,critical,priority,spec_prior
usual,very_crit,foster,2,critical,not_recom,not_recom
usual,very_crit,foster,2,critical,recommended,spec_prior
usual,very_crit,foster,2,critical,priority,spec_prior
usual,very_crit,foster,2,critical,not_recom,not_recom
usual,very_crit,foster,2,critical,recommended,spec_prior
usual,very_crit,foster,2,critical,priority,spec_prior
usual,very_crit,foster,2,critical,not_recom,not_recom
usual,very_crit,foster,2,critical,recommended,spec_prior
usual,very_crit,foster,2,critical,priority,spec_prior
usual,very_crit,foster,2,critical,not_recom,not_recom
usual,very_crit,foster,2,critical,recommended,spec_prior
usual,very_crit,foster,2,critical,priority,spec_prior
usual,very_crit,foster,2,critical,not_recom,not_recom
usual,very_crit,foster,2,critical,recommended,spec_prior
usual,very_crit,foster,2,critical,priority,spec_prior
usual,very_crit,foster,2,critical,not_recom,not_recom
usual,very_crit,foster,3,convenient,recommended,priority
usual,very_crit,foster,3,convenient,priority,spec_prior
usual,very_crit,foster,3,convenient,not_recom,not_recom
usual,very_crit,foster,3,convenient,recommended,priority
usual,very_crit,foster,3,convenient,priority,spec_prior
usual,very_crit,foster,3,convenient,not_recom,not_recom
usual,very_crit,foster,3,convenient,recommended,spec_prior
usual,very_crit,foster,3,convenient,priority,spec_prior
usual,very_crit,foster,3,convenient,not_recom,not_recom
usual,very_crit,foster,3,convenient,recommended,spec_prior
usual,very_crit,foster,3,convenient,priority,spec_prior
usual,very_crit,foster,3,convenient,not_recom,not_recom
usual,very_crit,foster,3,convenient,recommended,spec_prior
usual,very_crit,foster,3,convenient,priority,spec_prior
usual,very_crit,foster,3,convenient,not_recom,not_recom
usual,very_crit,foster,3,convenient,recommended,spec_prior
usual,very_crit,foster,3,convenient,priority,spec_prior
usual,very_crit,foster,3,convenient,not_recom,not_recom
usual,very_crit,foster,3,less_conv,recommended,spec_prior
usual,very_crit,foster,3,less_conv,priority,spec_prior
usual,very_crit,foster,3,less_conv,not_recom,not_recom
usual,very_crit,foster,3,less_conv,recommended,spec_prior
usual,very_crit,foster,3,less_conv,priority,spec_prior
usual,very_crit,foster,3,less_conv,not_recom,not_recom
usual,very_crit,foster,3,less_conv,recommended,spec_prior
usual,very_crit,foster,3,less_conv,priority,spec_prior
usual,very_crit,foster,3,less_conv,not_recom,not_recom
usual,very_crit,foster,3,less_conv,recommended,spec_prior
usual,very_crit,foster,3,less_conv,priority,spec_prior
usual,very_crit,foster,3,less_conv,not_recom,not_recom
usual,very_crit,foster,3,less_conv,recommended,spec_prior
usual,very_crit,foster,3,less_conv,priority,spec_prior
usual,very_crit,foster,3,less_conv,not_recom,not_recom
usual,very_crit,foster,3,less_conv,recommended,spec_prior
usual,very_crit,foster,3,less_conv,priority,spec_prior
usual,very_crit,foster,3,less_conv,not_recom,not_recom
usual,very_crit,foster,3,critical,recommended,spec_prior
usual,very_crit,foster,3,critical,priority,spec_prior
usual,very_crit,foster,3,critical,not_recom,not_recom
usual,very_crit,foster,3,critical,recommended,spec_prior
usual,very_crit,foster,3,critical,priority,spec_prior
usual,very_crit,foster,3,critical,not_recom,not_recom
usual,very_crit,foster,3,critical,recommended,spec_prior
usual,very_crit,foster,3,critical,priority,spec_prior
usual,very_crit,foster,3,critical,not_recom,not_recom
usual,very_crit,foster,3,critical,recommended,spec_prior
usual,very_crit,foster,3,critical,priority,spec_prior
usual,very_crit,foster,3,critical,not_recom,not_recom
usual,very_crit,foster,3,critical,recommended,spec_prior
usual,very_crit,foster,3,critical,priority,spec_prior
usual,very_crit,foster,3,critical,not_recom,not_recom
usual,very_crit,foster,3,critical,recommended,spec_prior
usual,very_crit,foster,3,critical,priority,spec_prior
usual,very_crit,foster,3,critical,not_recom,not_recom
usual,very_crit,foster,more,convenient,recommended,priority
usual,very_crit,foster,more,convenient,priority,spec_prior
usual,very_crit,foster,more,convenient,not_recom,not_recom
usual,very_crit,foster,more,convenient,recommended,priority
usual,very_crit,foster,more,convenient,priority,spec_prior
usual,very_crit,foster,more,convenient,not_recom,not_recom
usual,very_crit,foster,more,convenient,recommended,spec_prior
usual,very_crit,foster,more,convenient,priority,spec_prior
usual,very_crit,foster,more,convenient,not_recom,not_recom
usual,very_crit,foster,more,convenient,recommended,spec_prior
usual,very_crit,foster,more,convenient,priority,spec_prior
usual,very_crit,foster,more,convenient,not_recom,not_recom
usual,very_crit,foster,more,convenient,recommended,spec_prior
usual,very_crit,foster,more,convenient,priority,spec_prior
usual,very_crit,foster,more,convenient,not_recom,not_recom
usual,very_crit,foster,more,convenient,recommended,spec_prior
usual,very_crit,foster,more,convenient,priority,spec_prior
usual,very_crit,foster,more,convenient,not_recom,not_recom
usual,very_crit,foster,more,less_conv,recommended,spec_prior
usual,very_crit,foster,more,less_conv,priority,spec_prior
usual,very_crit,foster,more,less_conv,not_recom,not_recom
usual,very_crit,foster,more,less_conv,recommended,spec_prior
usual,very_crit,foster,more,less_conv,priority,spec_prior
usual,very_crit,foster,more,less_conv,not_recom,not_recom
usual,very_crit,foster,more,less_conv,recommended,spec_prior
usual,very_crit,foster,more,less_conv,priority,spec_prior
usual,very_crit,foster,more,less_conv,not_recom,not_recom
usual,very_crit,foster,more,less_conv,recommended,spec_prior
usual,very_crit,foster,more,less_conv,priority,spec_prior
usual,very_crit,foster,more,less_conv,not_recom,not_recom
usual,very_crit,foster,more,less_conv,recommended,spec_prior
usual,very_crit,foster,more,less_conv,priority,spec_prior
usual,very_crit,foster,more,less_conv,not_recom,not_recom
usual,very_crit,foster,more,less_conv,recommended,spec_prior
usual,very_crit,foster,more,less_conv,priority,spec_prior
usual,very_crit,foster,more,less_conv,not_recom,not_recom
usual,very_crit,foster,more,critical,recommended,spec_prior
usual,very_crit,foster,more,critical,priority,spec_prior
usual,very_crit,foster,more,critical,not_recom,not_recom
usual,very_crit,foster,more,critical,recommended,spec_prior
usual,very_crit,foster,more,critical,priority,spec_prior
usual,very_crit,foster,more,critical,not_recom,not_recom
usual,very_crit,foster,more,critical,recommended,spec_prior
usual,very_crit,foster,more,critical,priority,spec_prior
usual,very_crit,foster,more,critical,not_recom,not_recom
usual,very_crit,foster,more,critical,recommended,spec_prior
usual,very_crit,foster,more,critical,priority,spec_prior
usual,very_crit,foster,more,critical,not_recom,not_recom
usual,very_crit,foster,more,critical,recommended,spec_prior
usual,very_crit,foster,more,critical,priority,spec_prior
usual,very_crit,foster,more,critical,not_recom,not_recom
usual,very_crit,foster,more,critical,recommended,spec_prior
usual,very_crit,foster,more,critical,priority,spec_prior
usual,very_crit,foster,more,critical,not_recom,not_recom
pretentious,proper,complete,1,convenient,recommended,very_recom
pretentious,proper,complete,1,convenient,priority,priority
pretentious,proper,complete,1,convenient,not_recom,not_recom
pretentious,proper,complete,1,convenient,recommended,very_recom
pretentious,proper,complete,1,convenient,priority,priority
pretentious,proper,complete,1,convenient,not_recom,not_recom
pretentious,proper,complete,1,convenient,recommended,priority
pretentious,proper,complete,1,convenient,priority,priority
pretentious,proper,complete,1,convenient,not_recom,not_recom
pretentious,proper,complete,1,convenient,recommended,very_recom
pretentious,proper,complete,1,convenient,priority,priority
pretentious,proper,complete,1,convenient,not_recom,not_recom
pretentious,proper,complete,1,convenient,recommended,very_recom
pretentious,proper,complete,1,convenient,priority,priority
pretentious,proper,complete,1,convenient,not_recom,not_recom
pretentious,proper,complete,1,convenient,recommended,priority
pretentious,proper,complete,1,convenient,priority,priority
pretentious,proper,complete,1,convenient,not_recom,not_recom
pretentious,proper,complete,1,less_conv,recommended,very_recom
pretentious,proper,complete,1,less_conv,priority,priority
pretentious,proper,complete,1,less_conv,not_recom,not_recom
pretentious,proper,complete,1,less_conv,recommended,very_recom
pretentious,proper,complete,1,less_conv,priority,priority
pretentious,proper,complete,1,less_conv,not_recom,not_recom
pretentious,proper,complete,1,less_conv,recommended,priority
pretentious,proper,complete,1,less_conv,priority,priority
pretentious,proper,complete,1,less_conv,not_recom,not_recom
pretentious,proper,complete,1,less_conv,recommended,very_recom
pretentious,proper,complete,1,less_conv,priority,priority
pretentious,proper,complete,1,less_conv,not_recom,not_recom
pretentious,proper,complete,1,less_conv,recommended,very_recom
pretentious,proper,complete,1,less_conv,priority,priority
pretentious,proper,complete,1,less_conv,not_recom,not_recom
pretentious,proper,complete,1,less_conv,recommended,priority
pretentious,proper,complete,1,less_conv,priority,priority
pretentious,proper,complete,1,less_conv,not_recom,not_recom
pretentious,proper,complete,1,critical,recommended,very_recom
pretentious,proper,complete,1,critical,priority,priority
pretentious,proper,complete,1,critical,not_recom,not_recom
pretentious,proper,complete,1,critical,recommended,very_recom
pretentious,proper,complete,1,critical,priority,priority
pretentious,proper,complete,1,critical,not_recom,not_recom
pretentious,proper,complete,1,critical,recommended,priority
pretentious,proper,complete,1,critical,priority,priority
pretentious,proper,complete,1,critical,not_recom,not_recom
pretentious,proper,complete,1,critical,recommended,very_recom
pretentious,proper,complete,1,critical,priority,priority
pretentious,proper,complete,1,critical,not_recom,not_recom
pretentious,proper,complete,1,critical,recommended,very_recom
pretentious,proper,complete,1,critical,priority,priority
pretentious,proper,complete,1,critical,not_recom,not_recom
pretentious,proper,complete,1,critical,recommended,priority
pretentious,proper,complete,1,critical,priority,priority
pretentious,proper,complete,1,critical,not_recom,not_recom
pretentious,proper,complete,2,convenient,recommended,very_recom
pretentious,proper,complete,2,convenient,priority,priority
pretentious,proper,complete,2,convenient,not_recom,not_recom
pretentious,proper,complete,2,convenient,recommended,very_recom
pretentious,proper,complete,2,convenient,priority,priority
pretentious,proper,complete,2,convenient,not_recom,not_recom
pretentious,proper,complete,2,convenient,recommended,priority
pretentious,proper,complete,2,convenient,priority,priority
pretentious,proper,complete,2,convenient,not_recom,not_recom
pretentious,proper,complete,2,convenient,recommended,very_recom
pretentious,proper,complete,2,convenient,priority,priority
pretentious,proper,complete,2,convenient,not_recom,not_recom
pretentious,proper,complete,2,convenient,recommended,very_recom
pretentious,proper,complete,2,convenient,priority,priority
pretentious,proper,complete,2,convenient,not_recom,not_recom
pretentious,proper,complete,2,convenient,recommended,priority
pretentious,proper,complete,2,convenient,priority,priority
pretentious,proper,complete,2,convenient,not_recom,not_recom
pretentious,proper,complete,2,less_conv,recommended,very_recom
pretentious,proper,complete,2,less_conv,priority,priority
pretentious,proper,complete,2,less_conv,not_recom,not_recom
pretentious,proper,complete,2,less_conv,recommended,very_recom
pretentious,proper,complete,2,less_conv,priority,priority
pretentious,proper,complete,2,less_conv,not_recom,not_recom
pretentious,proper,complete,2,less_conv,recommended,priority
pretentious,proper,complete,2,less_conv,priority,priority
pretentious,proper,complete,2,less_conv,not_recom,not_recom
pretentious,proper,complete,2,less_conv,recommended,very_recom
pretentious,proper,complete,2,less_conv,priority,priority
pretentious,proper,complete,2,less_conv,not_recom,not_recom
pretentious,proper,complete,2,less_conv,recommended,very_recom
pretentious,proper,complete,2,less_conv,priority,priority
pretentious,proper,complete,2,less_conv,not_recom,not_recom
pretentious,proper,complete,2,less_conv,recommended,priority
pretentious,proper,complete,2,less_conv,priority,priority
pretentious,proper,complete,2,less_conv,not_recom,not_recom
pretentious,proper,complete,2,critical,recommended,priority
pretentious,proper,complete,2,critical,priority,priority
pretentious,proper,complete,2,critical,not_recom,not_recom
pretentious,proper,complete,2,critical,recommended,priority
pretentious,proper,complete,2,critical,priority,priority
pretentious,proper,complete,2,critical,not_recom,not_recom
pretentious,proper,complete,2,critical,recommended,priority
pretentious,proper,complete,2,critical,priority,priority
pretentious,proper,complete,2,critical,not_recom,not_recom
pretentious,proper,complete,2,critical,recommended,priority
pretentious,proper,complete,2,critical,priority,priority
pretentious,proper,complete,2,critical,not_recom,not_recom
pretentious,proper,complete,2,critical,recommended,priority
pretentious,proper,complete,2,critical,priority,priority
pretentious,proper,complete,2,critical,not_recom,not_recom
pretentious,proper,complete,2,critical,recommended,priority
pretentious,proper,complete,2,critical,priority,priority
pretentious,proper,complete,2,critical,not_recom,not_recom
pretentious,proper,complete,3,convenient,recommended,very_recom
pretentious,proper,complete,3,convenient,priority,priority
pretentious,proper,complete,3,convenient,not_recom,not_recom
pretentious,proper,complete,3,convenient,recommended,very_recom
pretentious,proper,complete,3,convenient,priority,priority
pretentious,proper,complete,3,convenient,not_recom,not_recom
pretentious,proper,complete,3,convenient,recommended,priority
pretentious,proper,complete,3,convenient,priority,priority
pretentious,proper,complete,3,convenient,not_recom,not_recom
pretentious,proper,complete,3,convenient,recommended,priority
pretentious,proper,complete,3,convenient,priority,priority
pretentious,proper,complete,3,convenient,not_recom,not_recom
pretentious,proper,complete,3,convenient,recommended,priority
pretentious,proper,complete,3,convenient,priority,priority
pretentious,proper,complete,3,convenient,not_recom,not_recom
pretentious,proper,complete,3,convenient,recommended,priority
pretentious,proper,complete,3,convenient,priority,priority
pretentious,proper,complete,3,convenient,not_recom,not_recom
pretentious,proper,complete,3,less_conv,recommended,priority
pretentious,proper,complete,3,less_conv,priority,priority
pretentious,proper,complete,3,less_conv,not_recom,not_recom
pretentious,proper,complete,3,less_conv,recommended,priority
pretentious,proper,complete,3,less_conv,priority,priority
pretentious,proper,complete,3,less_conv,not_recom,not_recom
pretentious,proper,complete,3,less_conv,recommended,priority
pretentious,proper,complete,3,less_conv,priority,priority
pretentious,proper,complete,3,less_conv,not_recom,not_recom
pretentious,proper,complete,3,less_conv,recommended,priority
pretentious,proper,complete,3,less_conv,priority,priority
pretentious,proper,complete,3,less_conv,not_recom,not_recom
pretentious,proper,complete,3,less_conv,recommended,priority
pretentious,proper,complete,3,less_conv,priority,priority
pretentious,proper,complete,3,less_conv,not_recom,not_recom
pretentious,proper,complete,3,less_conv,recommended,priority
pretentious,proper,complete,3,less_conv,priority,priority
pretentious,proper,complete,3,less_conv,not_recom,not_recom
pretentious,proper,complete,3,critical,recommended,priority
pretentious,proper,complete,3,critical,priority,priority
pretentious,proper,complete,3,critical,not_recom,not_recom
pretentious,proper,complete,3,critical,recommended,priority
pretentious,proper,complete,3,critical,priority,priority
pretentious,proper,complete,3,critical,not_recom,not_recom
pretentious,proper,complete,3,critical,recommended,priority
pretentious,proper,complete,3,critical,priority,priority
pretentious,proper,complete,3,critical,not_recom,not_recom
pretentious,proper,complete,3,critical,recommended,priority
pretentious,proper,complete,3,critical,priority,priority
pretentious,proper,complete,3,critical,not_recom,not_recom
pretentious,proper,complete,3,critical,recommended,priority
pretentious,proper,complete,3,critical,priority,priority
pretentious,proper,complete,3,critical,not_recom,not_recom
pretentious,proper,complete,3,critical,recommended,priority
pretentious,proper,complete,3,critical,priority,priority
pretentious,proper,complete,3,critical,not_recom,not_recom
pretentious,proper,complete,more,convenient,recommended,very_recom
pretentious,proper,complete,more,convenient,priority,priority
pretentious,proper,complete,more,convenient,not_recom,not_recom
pretentious,proper,complete,more,convenient,recommended,very_recom
pretentious,proper,complete,more,convenient,priority,priority
pretentious,proper,complete,more,convenient,not_recom,not_recom
pretentious,proper,complete,more,convenient,recommended,priority
pretentious,proper,complete,more,convenient,priority,priority
pretentious,proper,complete,more,convenient,not_recom,not_recom
pretentious,proper,complete,more,convenient,recommended,priority
pretentious,proper,complete,more,convenient,priority,priority
pretentious,proper,complete,more,convenient,not_recom,not_recom
pretentious,proper,complete,more,convenient,recommended,priority
pretentious,proper,complete,more,convenient,priority,priority
pretentious,proper,complete,more,convenient,not_recom,not_recom
pretentious,proper,complete,more,convenient,recommended,priority
pretentious,proper,complete,more,convenient,priority,priority
pretentious,proper,complete,more,convenient,not_recom,not_recom
pretentious,proper,complete,more,less_conv,recommended,priority
pretentious,proper,complete,more,less_conv,priority,priority
pretentious,proper,complete,more,less_conv,not_recom,not_recom
pretentious,proper,complete,more,less_conv,recommended,priority
pretentious,proper,complete,more,less_conv,priority,priority
pretentious,proper,complete,more,less_conv,not_recom,not_recom
pretentious,proper,complete,more,less_conv,recommended,priority
pretentious,proper,complete,more,less_conv,priority,priority
pretentious,proper,complete,more,less_conv,not_recom,not_recom
pretentious,proper,complete,more,less_conv,recommended,priority
pretentious,proper,complete,more,less_conv,priority,priority
pretentious,proper,complete,more,less_conv,not_recom,not_recom
pretentious,proper,complete,more,less_conv,recommended,priority
pretentious,proper,complete,more,less_conv,priority,priority
pretentious,proper,complete,more,less_conv,not_recom,not_recom
pretentious,proper,complete,more,less_conv,recommended,priority
pretentious,proper,complete,more,less_conv,priority,priority
pretentious,proper,complete,more,less_conv,not_recom,not_recom
pretentious,proper,complete,more,critical,recommended,priority
pretentious,proper,complete,more,critical,priority,priority
pretentious,proper,complete,more,critical,not_recom,not_recom
pretentious,proper,complete,more,critical,recommended,priority
pretentious,proper,complete,more,critical,priority,priority
pretentious,proper,complete,more,critical,not_recom,not_recom
pretentious,proper,complete,more,critical,recommended,priority
pretentious,proper,complete,more,critical,priority,priority
pretentious,proper,complete,more,critical,not_recom,not_recom
pretentious,proper,complete,more,critical,recommended,priority
pretentious,proper,complete,more,critical,priority,priority
pretentious,proper,complete,more,critical,not_recom,not_recom
pretentious,proper,complete,more,critical,recommended,priority
pretentious,proper,complete,more,critical,priority,priority
pretentious,proper,complete,more,critical,not_recom,not_recom
pretentious,proper,complete,more,critical,recommended,priority
pretentious,proper,complete,more,critical,priority,priority
pretentious,proper,complete,more,critical,not_recom,not_recom
pretentious,proper,completed,1,convenient,recommended,very_recom
pretentious,proper,completed,1,convenient,priority,priority
pretentious,proper,completed,1,convenient,not_recom,not_recom
pretentious,proper,completed,1,convenient,recommended,very_recom
pretentious,proper,completed,1,convenient,priority,priority
pretentious,proper,completed,1,convenient,not_recom,not_recom
pretentious,proper,completed,1,convenient,recommended,priority
pretentious,proper,completed,1,convenient,priority,priority
pretentious,proper,completed,1,convenient,not_recom,not_recom
pretentious,proper,completed,1,convenient,recommended,very_recom
pretentious,proper,completed,1,convenient,priority,priority
pretentious,proper,completed,1,convenient,not_recom,not_recom
pretentious,proper,completed,1,convenient,recommended,very_recom
pretentious,proper,completed,1,convenient,priority,priority
pretentious,proper,completed,1,convenient,not_recom,not_recom
pretentious,proper,completed,1,convenient,recommended,priority
pretentious,proper,completed,1,convenient,priority,priority
pretentious,proper,completed,1,convenient,not_recom,not_recom
pretentious,proper,completed,1,less_conv,recommended,very_recom
pretentious,proper,completed,1,less_conv,priority,priority
pretentious,proper,completed,1,less_conv,not_recom,not_recom
pretentious,proper,completed,1,less_conv,recommended,very_recom
pretentious,proper,completed,1,less_conv,priority,priority
pretentious,proper,completed,1,less_conv,not_recom,not_recom
pretentious,proper,completed,1,less_conv,recommended,priority
pretentious,proper,completed,1,less_conv,priority,priority
pretentious,proper,completed,1,less_conv,not_recom,not_recom
pretentious,proper,completed,1,less_conv,recommended,very_recom
pretentious,proper,completed,1,less_conv,priority,priority
pretentious,proper,completed,1,less_conv,not_recom,not_recom
pretentious,proper,completed,1,less_conv,recommended,very_recom
pretentious,proper,completed,1,less_conv,priority,priority
pretentious,proper,completed,1,less_conv,not_recom,not_recom
pretentious,proper,completed,1,less_conv,recommended,priority
pretentious,proper,completed,1,less_conv,priority,priority
pretentious,proper,completed,1,less_conv,not_recom,not_recom
pretentious,proper,completed,1,critical,recommended,priority
pretentious,proper,completed,1,critical,priority,priority
pretentious,proper,completed,1,critical,not_recom,not_recom
pretentious,proper,completed,1,critical,recommended,priority
pretentious,proper,completed,1,critical,priority,priority
pretentious,proper,completed,1,critical,not_recom,not_recom
pretentious,proper,completed,1,critical,recommended,priority
pretentious,proper,completed,1,critical,priority,priority
pretentious,proper,completed,1,critical,not_recom,not_recom
pretentious,proper,completed,1,critical,recommended,priority
pretentious,proper,completed,1,critical,priority,priority
pretentious,proper,completed,1,critical,not_recom,not_recom
pretentious,proper,completed,1,critical,recommended,priority
pretentious,proper,completed,1,critical,priority,priority
pretentious,proper,completed,1,critical,not_recom,not_recom
pretentious,proper,completed,1,critical,recommended,priority
pretentious,proper,completed,1,critical,priority,priority
pretentious,proper,completed,1,critical,not_recom,not_recom
pretentious,proper,completed,2,convenient,recommended,very_recom
pretentious,proper,completed,2,convenient,priority,priority
pretentious,proper,completed,2,convenient,not_recom,not_recom
pretentious,proper,completed,2,convenient,recommended,very_recom
pretentious,proper,completed,2,convenient,priority,priority
pretentious,proper,completed,2,convenient,not_recom,not_recom
pretentious,proper,completed,2,convenient,recommended,priority
pretentious,proper,completed,2,convenient,priority,priority
pretentious,proper,completed,2,convenient,not_recom,not_recom
pretentious,proper,completed,2,convenient,recommended,very_recom
pretentious,proper,completed,2,convenient,priority,priority
pretentious,proper,completed,2,convenient,not_recom,not_recom
pretentious,proper,completed,2,convenient,recommended,very_recom
pretentious,proper,completed,2,convenient,priority,priority
pretentious,proper,completed,2,convenient,not_recom,not_recom
pretentious,proper,completed,2,convenient,recommended,priority
pretentious,proper,completed,2,convenient,priority,priority
pretentious,proper,completed,2,convenient,not_recom,not_recom
pretentious,proper,completed,2,less_conv,recommended,very_recom
pretentious,proper,completed,2,less_conv,priority,priority
pretentious,proper,completed,2,less_conv,not_recom,not_recom
pretentious,proper,completed,2,less_conv,recommended,very_recom
pretentious,proper,completed,2,less_conv,priority,priority
pretentious,proper,completed,2,less_conv,not_recom,not_recom
pretentious,proper,completed,2,less_conv,recommended,priority
pretentious,proper,completed,2,less_conv,priority,priority
pretentious,proper,completed,2,less_conv,not_recom,not_recom
pretentious,proper,completed,2,less_conv,recommended,very_recom
pretentious,proper,completed,2,less_conv,priority,priority
pretentious,proper,completed,2,less_conv,not_recom,not_recom
pretentious,proper,completed,2,less_conv,recommended,very_recom
pretentious,proper,completed,2,less_conv,priority,priority
pretentious,proper,completed,2,less_conv,not_recom,not_recom
pretentious,proper,completed,2,less_conv,recommended,priority
pretentious,proper,completed,2,less_conv,priority,priority
pretentious,proper,completed,2,less_conv,not_recom,not_recom
pretentious,proper,completed,2,critical,recommended,priority
pretentious,proper,completed,2,critical,priority,priority
pretentious,proper,completed,2,critical,not_recom,not_recom
pretentious,proper,completed,2,critical,recommended,priority
pretentious,proper,completed,2,critical,priority,priority
pretentious,proper,completed,2,critical,not_recom,not_recom
pretentious,proper,completed,2,critical,recommended,priority
pretentious,proper,completed,2,critical,priority,priority
pretentious,proper,completed,2,critical,not_recom,not_recom
pretentious,proper,completed,2,critical,recommended,priority
pretentious,proper,completed,2,critical,priority,priority
pretentious,proper,completed,2,critical,not_recom,not_recom
pretentious,proper,completed,2,critical,recommended,priority
pretentious,proper,completed,2,critical,priority,priority
pretentious,proper,completed,2,critical,not_recom,not_recom
pretentious,proper,completed,2,critical,recommended,priority
pretentious,proper,completed,2,critical,priority,priority
pretentious,proper,completed,2,critical,not_recom,not_recom
pretentious,proper,completed,3,convenient,recommended,very_recom
pretentious,proper,completed,3,convenient,priority,priority
pretentious,proper,completed,3,convenient,not_recom,not_recom
pretentious,proper,completed,3,convenient,recommended,very_recom
pretentious,proper,completed,3,convenient,priority,priority
pretentious,proper,completed,3,convenient,not_recom,not_recom
pretentious,proper,completed,3,convenient,recommended,priority
pretentious,proper,completed,3,convenient,priority,priority
pretentious,proper,completed,3,convenient,not_recom,not_recom
pretentious,proper,completed,3,convenient,recommended,priority
pretentious,proper,completed,3,convenient,priority,priority
pretentious,proper,completed,3,convenient,not_recom,not_recom
pretentious,proper,completed,3,convenient,recommended,priority
pretentious,proper,completed,3,convenient,priority,priority
pretentious,proper,completed,3,convenient,not_recom,not_recom
pretentious,proper,completed,3,convenient,recommended,priority
pretentious,proper,completed,3,convenient,priority,priority
pretentious,proper,completed,3,convenient,not_recom,not_recom
pretentious,proper,completed,3,less_conv,recommended,priority
pretentious,proper,completed,3,less_conv,priority,priority
pretentious,proper,completed,3,less_conv,not_recom,not_recom
pretentious,proper,completed,3,less_conv,recommended,priority
pretentious,proper,completed,3,less_conv,priority,priority
pretentious,proper,completed,3,less_conv,not_recom,not_recom
pretentious,proper,completed,3,less_conv,recommended,priority
pretentious,proper,completed,3,less_conv,priority,priority
pretentious,proper,completed,3,less_conv,not_recom,not_recom
pretentious,proper,completed,3,less_conv,recommended,priority
pretentious,proper,completed,3,less_conv,priority,priority
pretentious,proper,completed,3,less_conv,not_recom,not_recom
pretentious,proper,completed,3,less_conv,recommended,priority
pretentious,proper,completed,3,less_conv,priority,priority
pretentious,proper,completed,3,less_conv,not_recom,not_recom
pretentious,proper,completed,3,less_conv,recommended,priority
pretentious,proper,completed,3,less_conv,priority,priority
pretentious,proper,completed,3,less_conv,not_recom,not_recom
pretentious,proper,completed,3,critical,recommended,priority
pretentious,proper,completed,3,critical,priority,priority
pretentious,proper,completed,3,critical,not_recom,not_recom
pretentious,proper,completed,3,critical,recommended,priority
pretentious,proper,completed,3,critical,priority,priority
pretentious,proper,completed,3,critical,not_recom,not_recom
pretentious,proper,completed,3,critical,recommended,priority
pretentious,proper,completed,3,critical,priority,priority
pretentious,proper,completed,3,critical,not_recom,not_recom
pretentious,proper,completed,3,critical,recommended,priority
pretentious,proper,completed,3,critical,priority,priority
pretentious,proper,completed,3,critical,not_recom,not_recom
pretentious,proper,completed,3,critical,recommended,priority
pretentious,proper,completed,3,critical,priority,priority
pretentious,proper,completed,3,critical,not_recom,not_recom
pretentious,proper,completed,3,critical,recommended,priority
pretentious,proper,completed,3,critical,priority,priority
pretentious,proper,completed,3,critical,not_recom,not_recom
pretentious,proper,completed,more,convenient,recommended,very_recom
pretentious,proper,completed,more,convenient,priority,priority
pretentious,proper,completed,more,convenient,not_recom,not_recom
pretentious,proper,completed,more,convenient,recommended,very_recom
pretentious,proper,completed,more,convenient,priority,priority
pretentious,proper,completed,more,convenient,not_recom,not_recom
pretentious,proper,completed,more,convenient,recommended,priority
pretentious,proper,completed,more,convenient,priority,priority
pretentious,proper,completed,more,convenient,not_recom,not_recom
pretentious,proper,completed,more,convenient,recommended,priority
pretentious,proper,completed,more,convenient,priority,priority
pretentious,proper,completed,more,convenient,not_recom,not_recom
pretentious,proper,completed,more,convenient,recommended,priority
pretentious,proper,completed,more,convenient,priority,priority
pretentious,proper,completed,more,convenient,not_recom,not_recom
pretentious,proper,completed,more,convenient,recommended,priority
pretentious,proper,completed,more,convenient,priority,priority
pretentious,proper,completed,more,convenient,not_recom,not_recom
pretentious,proper,completed,more,less_conv,recommended,priority
pretentious,proper,completed,more,less_conv,priority,priority
pretentious,proper,completed,more,less_conv,not_recom,not_recom
pretentious,proper,completed,more,less_conv,recommended,priority
pretentious,proper,completed,more,less_conv,priority,priority
pretentious,proper,completed,more,less_conv,not_recom,not_recom
pretentious,proper,completed,more,less_conv,recommended,priority
pretentious,proper,completed,more,less_conv,priority,priority
pretentious,proper,completed,more,less_conv,not_recom,not_recom
pretentious,proper,completed,more,less_conv,recommended,priority
pretentious,proper,completed,more,less_conv,priority,priority
pretentious,proper,completed,more,less_conv,not_recom,not_recom
pretentious,proper,completed,more,less_conv,recommended,priority
pretentious,proper,completed,more,less_conv,priority,priority
pretentious,proper,completed,more,less_conv,not_recom,not_recom
pretentious,proper,completed,more,less_conv,recommended,priority
pretentious,proper,completed,more,less_conv,priority,priority
pretentious,proper,completed,more,less_conv,not_recom,not_recom
pretentious,proper,completed,more,critical,recommended,priority
pretentious,proper,completed,more,critical,priority,priority
